transaction_id,amount,transaction_type,channel,time_of_day_hour,account_age_days,daily_transaction_count,failed_login_attempts,distance_from_home_km,is_foreign_transaction,is_fraud
TXN-10869,72.65,Purchase,Web_Browser,11,126,6,0,24.1,0,0
TXN-10870,6506.58,Transfer,Mobile_App,5,119,2,1,11.1,0,1
TXN-10871,53.61,Payment,Mobile_App,15,11,4,0,9.0,0,0
TXN-10872,62.6,Cash_Out,Web_Browser,14,317,6,0,1.8,0,1
TXN-10873,17.69,Transfer,POS_Terminal,10,230,2,0,20.3,0,0
TXN-10874,35.94,Payment,Mobile_App,19,185,1,0,2.1,0,0
TXN-10875,192.88,Payment,Mobile_App,10,715,2,0,3.2,0,0
TXN-10876,87.48,Debit,POS_Terminal,12,56,5,0,2.0,0,0
TXN-10877,72.17,Cash_Out,Web_Browser,14,3,2,0,0.1,0,1
TXN-10878,22.82,Payment,Mobile_App,7,23,4,1,16.3,0,0
TXN-10879,24.43,Payment,Mobile_App,20,76,4,0,4.7,0,0
TXN-10880,18.65,Payment,Mobile_App,11,11,5,0,2.4,1,0
TXN-10881,8.71,Cash_Out,Web_Browser,6,210,6,0,5.8,1,0
TXN-10882,41.72,Payment,Mobile_App,11,114,5,0,10.4,0,0
TXN-10883,36.98,Payment,ATM,14,60,2,0,10.5,0,0
TXN-10884,65.68,Debit,Mobile_App,13,416,7,2,6.9,0,0
TXN-10885,153.82,Payment,Mobile_App,16,69,4,0,10.2,0,0
TXN-10886,29.18,Cash_Out,Web_Browser,5,350,5,0,8.4,0,0
TXN-10887,190.4,Payment,ATM,10,129,4,0,1444.3,0,0
TXN-10888,91.34,Payment,POS_Terminal,18,216,3,0,0.5,0,0
TXN-10889,226.32,Payment,Mobile_App,6,815,2,0,30.4,0,0
TXN-10890,17.47,Debit,Web_Browser,18,12,3,0,4.2,0,0
TXN-10891,176.42,Purchase,Web_Browser,6,209,1,0,19.2,0,0
TXN-10892,27.81,Debit,Mobile_App,18,579,3,0,7.8,0,0
TXN-10893,24.65,Transfer,Mobile_App,11,267,2,0,5.2,0,0
TXN-10894,5033.32,Cash_Out,Mobile_App,15,98,3,1,14.3,0,1
TXN-10895,23.37,Payment,Mobile_App,8,153,3,0,22.0,0,0
TXN-10896,83.87,Payment,ATM,5,343,5,1,624.4,0,1
TXN-10897,126.61,Purchase,Mobile_App,9,665,4,0,9.4,0,0
TXN-10898,89.47,Payment,ATM,7,13,3,0,0.9,1,1
TXN-10899,51.61,Payment,Web_Browser,10,23,4,0,38.7,0,0
TXN-10900,177.59,Payment,Web_Browser,13,118,3,1,28.1,0,0
TXN-10901,83.8,Payment,Web_Browser,14,80,4,1,7.6,0,0
TXN-10902,47.22,Payment,Mobile_App,17,93,2,0,21.7,0,0
TXN-10903,48.06,Cash_Out,Mobile_App,15,76,3,1,5.6,0,0
TXN-10904,22.55,Transfer,Mobile_App,14,66,2,0,19.7,0,0
TXN-10905,20.82,Purchase,Web_Browser,12,42,3,0,10.9,0,0
TXN-10906,34.64,Debit,Mobile_App,13,816,4,0,9.3,0,0
TXN-10907,19.05,Payment,POS_Terminal,12,47,5,0,0.9,0,0
TXN-10908,17.29,Payment,Mobile_App,18,69,5,0,50.5,1,0
TXN-10909,21.82,Transfer,Mobile_App,9,85,5,0,27.2,0,0
TXN-10910,159.93,Cash_Out,Mobile_App,0,811,3,0,23.7,1,0
TXN-10911,24.32,Payment,ATM,15,423,3,0,5.5,0,0
TXN-10912,124.57,Cash_Out,Web_Browser,9,468,4,0,5.1,0,0
TXN-10913,28.78,Transfer,Mobile_App,19,34,3,0,1151.3,1,0
TXN-10914,65.98,Cash_Out,Web_Browser,18,543,2,0,28.1,0,0
TXN-10915,24.19,Transfer,Mobile_App,6,158,4,0,40.9,0,0
TXN-10916,66.43,Payment,ATM,7,92,1,2,4.7,0,1
TXN-10917,532.5,Purchase,Web_Browser,13,258,3,1,14.0,0,0
TXN-10918,27.17,Debit,Mobile_App,14,519,1,0,19.3,0,0
TXN-10919,40.7,Payment,Web_Browser,10,453,4,0,630.6,0,0
TXN-10920,16.65,Purchase,Mobile_App,16,663,3,0,7.9,0,0
TXN-10921,163.94,Transfer,ATM,14,790,4,0,3.1,0,0
TXN-10922,192.3,Purchase,Mobile_App,11,82,5,0,18.0,0,0
TXN-10923,2740.37,Debit,Web_Browser,2,166,6,2,2226.2,0,1
TXN-10924,3841.19,Transfer,Mobile_App,17,5,2,2,31.5,0,1
TXN-10925,83.16,Payment,Web_Browser,9,635,2,0,16.6,0,0
TXN-10926,58.39,Payment,POS_Terminal,18,51,6,0,6.4,0,0
TXN-10927,21.65,Transfer,Web_Browser,12,594,3,0,16.2,0,0
TXN-10928,6651.24,Cash_Out,Web_Browser,14,120,2,0,30.0,0,1
TXN-10929,15.93,Payment,POS_Terminal,19,138,2,0,14.7,0,0
TXN-10930,152.09,Payment,Mobile_App,18,12,5,0,8.0,0,0
TXN-10931,106.0,Debit,Mobile_App,11,119,3,0,37.8,0,0
TXN-10932,289.56,Purchase,Mobile_App,9,658,3,0,27.0,0,0
TXN-10933,19.92,Transfer,ATM,17,8,5,0,32.1,0,0
TXN-10934,73.67,Payment,Mobile_App,12,157,7,0,35.0,0,0
TXN-10935,62.56,Payment,Web_Browser,8,10,3,0,7.5,1,1
TXN-10936,79.15,Payment,Web_Browser,19,140,5,0,29.5,0,0
TXN-10937,100.45,Purchase,Mobile_App,8,57,3,0,12.7,0,0
TXN-10938,1335.67,Payment,Mobile_App,2,88,4,0,0.6,0,1
TXN-10939,1284.64,Cash_Out,Mobile_App,2,631,2,0,15.2,0,0
TXN-10940,78.19,Payment,Mobile_App,15,172,2,0,9.5,0,0
TXN-10941,274.48,Cash_Out,Mobile_App,15,96,1,0,4.8,0,0
TXN-10942,7376.72,Cash_Out,Mobile_App,10,267,4,3,52.8,0,1
TXN-10943,49.43,Debit,POS_Terminal,10,46,5,0,0.8,0,0
TXN-10944,24.6,Payment,ATM,11,91,1,1,43.7,0,0
TXN-10945,70.25,Payment,Mobile_App,16,238,1,0,2.6,0,0
TXN-10946,92.37,Payment,Mobile_App,5,82,2,0,7.1,0,0
TXN-10947,544.2,Purchase,Mobile_App,20,342,4,0,8.1,0,0
TXN-10948,21.51,Purchase,Web_Browser,9,203,2,0,19.7,0,0
TXN-10949,205.65,Cash_Out,POS_Terminal,23,444,3,0,3.6,0,0
TXN-10950,36.11,Cash_Out,Mobile_App,8,889,6,0,64.1,0,0
TXN-10951,31.25,Cash_Out,Mobile_App,17,37,3,0,20.7,0,0
TXN-10952,43.14,Payment,POS_Terminal,9,123,3,0,23.4,0,0
TXN-10953,395.71,Purchase,Web_Browser,6,116,5,0,1.7,0,0
TXN-10954,7.68,Transfer,Mobile_App,19,50,3,0,9.7,0,0
TXN-10955,85.82,Transfer,Web_Browser,18,499,5,0,43.7,1,1
TXN-10956,168.35,Transfer,Mobile_App,12,428,4,0,953.1,0,0
TXN-10957,20.76,Payment,Mobile_App,16,199,3,0,2.4,1,0
TXN-10958,93.06,Payment,POS_Terminal,14,232,8,0,10.0,0,0
TXN-10959,26.49,Debit,POS_Terminal,18,19,2,0,40.0,0,0
TXN-10960,388.71,Payment,Mobile_App,10,244,5,2,10.0,0,0
TXN-10961,15.05,Cash_Out,ATM,13,471,2,0,7.8,0,0
TXN-10962,97.44,Payment,Mobile_App,13,256,4,0,15.8,0,0
TXN-10963,35.44,Transfer,POS_Terminal,11,93,1,0,1982.2,0,0
TXN-10964,47.48,Payment,Mobile_App,19,331,3,0,0.8,0,0
TXN-10965,40.9,Transfer,POS_Terminal,8,135,2,2,2.5,0,0
TXN-10966,165.69,Debit,ATM,8,237,9,0,2.1,1,0
TXN-10967,66.35,Payment,Mobile_App,14,201,3,1,1.3,0,0
TXN-10968,13.38,Cash_Out,ATM,15,144,2,0,5.4,0,0
TXN-10969,79.95,Transfer,POS_Terminal,8,381,6,0,3.9,0,0
TXN-10970,72.37,Cash_Out,POS_Terminal,12,646,4,0,11.9,0,0
TXN-10971,156.34,Purchase,Mobile_App,20,2,2,1,5.9,1,0
TXN-10972,77.36,Debit,POS_Terminal,9,814,1,1,7.8,0,0
TXN-10973,12.08,Payment,POS_Terminal,15,215,4,0,42.7,0,0
TXN-10974,179.28,Payment,Mobile_App,16,362,5,0,2.5,0,0
TXN-10975,173.21,Payment,ATM,12,581,3,0,7.4,0,0
TXN-10976,93.33,Cash_Out,Mobile_App,20,189,3,0,4.5,0,0
TXN-10977,73.96,Payment,Mobile_App,16,541,5,0,11.9,0,0
TXN-10978,80.45,Transfer,Web_Browser,12,59,4,0,20.0,0,0
TXN-10979,175.74,Cash_Out,Web_Browser,14,53,6,0,25.5,0,0
TXN-10980,215.99,Payment,Web_Browser,16,322,7,0,10.9,0,0
TXN-10981,94.37,Debit,Mobile_App,14,613,2,1,29.0,0,0
TXN-10982,104.53,Payment,ATM,19,669,4,1,23.1,0,0
TXN-10983,67.61,Payment,Mobile_App,11,310,2,0,2.6,0,0
TXN-10984,613.4,Debit,Mobile_App,10,224,3,1,4.2,0,0
TXN-10985,7.21,Transfer,Mobile_App,9,121,3,0,16.7,0,0
TXN-10986,28.6,Cash_Out,Web_Browser,3,1174,4,2,2381.8,0,0
TXN-10987,25.0,Transfer,ATM,4,116,3,0,7.1,0,0
TXN-10988,453.95,Payment,Web_Browser,19,409,2,0,3.9,0,0
TXN-10989,44.57,Debit,POS_Terminal,16,228,3,0,30.5,0,0
TXN-10990,7.51,Debit,Mobile_App,15,282,2,1,3.3,0,0
TXN-10991,24.67,Cash_Out,Web_Browser,15,151,4,1,17.9,0,0
TXN-10992,97.02,Payment,Mobile_App,18,1005,2,0,0.5,0,0
TXN-10993,57.41,Cash_Out,Mobile_App,13,255,2,0,0.3,0,0
TXN-10994,50.23,Transfer,Mobile_App,19,834,7,0,9.0,0,0
TXN-10995,6300.24,Payment,Web_Browser,11,3,6,0,16.0,0,1
TXN-10996,174.36,Purchase,Web_Browser,20,256,2,0,2363.3,0,1
TXN-10997,140.14,Payment,POS_Terminal,16,379,3,0,21.7,0,0
TXN-10998,24.63,Purchase,Mobile_App,10,411,3,0,2.1,0,0
TXN-10999,74.85,Transfer,Mobile_App,14,707,6,0,11.4,0,0
TXN-11000,262.53,Payment,Web_Browser,13,2,4,0,5.5,0,1
TXN-11001,4434.73,Transfer,Mobile_App,7,1,4,2,20.9,0,1
TXN-11002,30.83,Purchase,POS_Terminal,14,192,5,0,24.5,0,0
TXN-11003,17.7,Debit,Web_Browser,10,9,2,0,1.0,0,0
TXN-11004,70.45,Debit,Mobile_App,5,1102,5,3,3.2,0,0
TXN-11005,44.92,Cash_Out,ATM,20,76,5,0,33.5,0,0
TXN-11006,44.13,Cash_Out,Web_Browser,15,192,3,0,8.1,0,0
TXN-11007,68.77,Debit,Mobile_App,19,19,3,0,9.7,0,0
TXN-11008,27.81,Payment,Web_Browser,15,222,2,0,2.8,0,0
TXN-11009,198.8,Transfer,Mobile_App,11,144,3,0,79.2,0,0
TXN-11010,1210.0,Payment,POS_Terminal,13,14,3,1,38.5,1,1
TXN-11011,397.82,Purchase,POS_Terminal,15,123,6,0,0.0,0,0
TXN-11012,153.44,Purchase,ATM,21,149,3,0,12.0,0,0
TXN-11013,50.61,Payment,Web_Browser,9,1380,4,0,30.9,0,0
TXN-11014,15.2,Debit,Mobile_App,19,70,6,0,8.4,0,0
TXN-11015,105.95,Purchase,POS_Terminal,20,237,5,0,8.6,0,0
TXN-11016,87.61,Payment,Mobile_App,15,1311,3,0,7.2,0,0
TXN-11017,27.1,Cash_Out,Web_Browser,20,472,6,1,0.4,0,0
TXN-11018,17.35,Purchase,Web_Browser,12,1500,2,0,23.4,1,1
TXN-11019,53.88,Payment,Mobile_App,21,1036,2,0,9.2,0,0
TXN-11020,69.0,Cash_Out,Mobile_App,16,202,1,0,11.4,0,0
TXN-11021,64.08,Payment,POS_Terminal,4,358,5,0,4.4,1,0
TXN-11022,54.78,Purchase,POS_Terminal,19,36,4,0,23.0,0,0
TXN-11023,180.4,Purchase,Mobile_App,13,175,5,0,23.7,0,0
TXN-11024,28.92,Purchase,Mobile_App,12,497,4,1,12.1,0,0
TXN-11025,363.4,Transfer,Mobile_App,14,212,1,0,35.2,0,0
TXN-11026,10.31,Purchase,POS_Terminal,8,364,6,0,1.8,0,0
TXN-11027,26.35,Debit,Mobile_App,13,411,1,0,23.2,0,0
TXN-11028,16.55,Payment,Web_Browser,18,88,7,0,12.3,0,0
TXN-11029,68.09,Debit,Mobile_App,1,626,4,0,3.9,0,0
TXN-11030,81.37,Payment,Web_Browser,10,185,5,0,2.1,0,0
TXN-11031,315.26,Cash_Out,Mobile_App,0,71,2,2,5.4,0,1
TXN-11032,67.63,Payment,POS_Terminal,12,602,2,1,29.1,0,0
TXN-11033,127.34,Payment,Mobile_App,16,163,3,0,23.2,0,0
TXN-11034,18.39,Payment,Web_Browser,17,417,8,0,15.5,0,0
TXN-11035,13.72,Cash_Out,Mobile_App,20,239,4,0,1.4,0,0
TXN-11036,202.01,Payment,Web_Browser,14,145,5,0,46.5,0,0
TXN-11037,139.98,Debit,POS_Terminal,9,499,4,0,5.5,1,0
TXN-11038,69.34,Payment,Mobile_App,20,264,5,0,14.0,0,0
TXN-11039,22.73,Payment,POS_Terminal,17,149,2,1,24.4,0,0
TXN-11040,620.65,Transfer,Web_Browser,14,35,3,0,2.1,0,0
TXN-11041,125.06,Debit,Mobile_App,16,678,4,0,15.8,0,0
TXN-11042,6039.78,Payment,Mobile_App,20,11,1,1,0.5,0,1
TXN-11043,57.56,Cash_Out,Mobile_App,16,597,4,0,1.6,1,0
TXN-11044,12.7,Purchase,Web_Browser,11,134,7,0,19.3,0,0
TXN-11045,61.67,Cash_Out,POS_Terminal,16,306,4,1,2.5,0,0
TXN-11046,34.31,Payment,Mobile_App,4,767,2,0,8.8,0,0
TXN-11047,594.28,Payment,Web_Browser,11,50,2,0,1407.0,0,0
TXN-11048,116.97,Purchase,POS_Terminal,12,252,5,0,8.2,0,0
TXN-11049,5.0,Payment,ATM,8,434,3,0,2461.5,0,1
TXN-11050,344.0,Purchase,Web_Browser,2,426,2,0,21.1,0,0
TXN-11051,81.75,Transfer,ATM,7,224,1,0,1.2,0,0
TXN-11052,254.69,Purchase,Web_Browser,15,295,2,0,1708.7,0,0
TXN-11053,72.08,Debit,Mobile_App,17,426,2,0,16.3,0,0
TXN-11054,63.56,Purchase,POS_Terminal,22,552,3,0,8.1,0,0
TXN-11055,23.7,Transfer,Mobile_App,11,431,5,0,30.2,0,0
TXN-11056,104.94,Debit,Mobile_App,14,132,2,0,3.1,0,0
TXN-11057,162.23,Transfer,Mobile_App,20,1500,4,0,4.6,0,0
TXN-11058,9.46,Transfer,POS_Terminal,8,172,4,0,2.2,0,0
TXN-11059,24.05,Cash_Out,POS_Terminal,16,8,5,3,7.2,0,1
TXN-11060,7053.96,Purchase,Mobile_App,17,136,4,0,495.5,0,1
TXN-11061,325.36,Purchase,Mobile_App,6,42,3,0,2.6,0,0
TXN-11062,167.46,Debit,Mobile_App,18,39,3,0,26.7,0,0
TXN-11063,38.11,Transfer,Web_Browser,18,100,5,0,15.8,0,0
TXN-11064,160.07,Transfer,Mobile_App,3,17,3,0,0.2,0,0
TXN-11065,13.9,Debit,POS_Terminal,6,350,5,0,43.5,0,0
TXN-11066,74.04,Payment,Mobile_App,5,24,2,0,53.2,0,0
TXN-11067,138.95,Payment,Mobile_App,11,69,4,0,38.8,1,0
TXN-11068,31.8,Transfer,Mobile_App,13,30,3,0,10.4,0,1
TXN-11069,54.14,Payment,Mobile_App,13,20,4,0,3.7,0,0
TXN-11070,6234.09,Payment,ATM,10,94,4,0,7.4,1,1
TXN-11071,173.1,Payment,Mobile_App,19,255,7,1,14.3,0,0
TXN-11072,11.87,Payment,Mobile_App,11,1004,2,0,7.1,0,0
TXN-11073,46.03,Payment,Mobile_App,4,626,3,0,18.5,0,1
TXN-11074,21.77,Purchase,Mobile_App,10,627,5,0,23.8,0,0
TXN-11075,94.38,Transfer,Mobile_App,13,59,4,0,3.5,0,0
TXN-11076,40.15,Transfer,Mobile_App,12,93,4,0,7.8,0,0
TXN-11077,123.31,Cash_Out,Web_Browser,10,24,3,0,47.5,0,0
TXN-11078,14.25,Payment,Web_Browser,7,453,6,0,4.3,0,0
TXN-11079,7543.91,Purchase,Mobile_App,18,22,2,0,6.4,1,1
TXN-11080,404.89,Debit,Mobile_App,23,245,4,0,0.5,0,0
TXN-11081,44.54,Payment,ATM,11,86,2,0,6.1,0,0
TXN-11082,161.08,Transfer,Mobile_App,11,84,2,2,7.0,1,0
TXN-11083,18.97,Purchase,Mobile_App,15,1405,4,0,1.6,0,0
TXN-11084,12.34,Purchase,Mobile_App,16,425,4,0,0.0,1,0
TXN-11085,222.57,Transfer,Mobile_App,12,545,6,0,12.8,0,0
TXN-11086,122.23,Cash_Out,POS_Terminal,19,255,4,0,5.4,1,0
TXN-11087,35.96,Payment,Mobile_App,14,615,2,0,0.3,0,0
TXN-11088,279.82,Purchase,Web_Browser,12,312,5,0,29.5,0,0
TXN-11089,29.34,Payment,Mobile_App,15,877,2,0,2243.3,0,0
TXN-11090,23.19,Purchase,Mobile_App,21,100,7,0,2.8,0,0
TXN-11091,55.45,Cash_Out,POS_Terminal,17,272,1,0,30.1,0,0
TXN-11092,5050.42,Cash_Out,Mobile_App,4,352,2,0,4.4,0,1
TXN-11093,17.12,Transfer,Web_Browser,11,150,7,0,3.9,0,0
TXN-11094,48.55,Payment,Mobile_App,13,636,3,0,33.8,0,0
TXN-11095,70.26,Payment,Web_Browser,10,1171,3,3,3.0,0,0
TXN-11096,125.2,Payment,Mobile_App,16,205,3,0,31.7,1,0
TXN-11097,779.26,Payment,POS_Terminal,18,149,4,0,24.4,0,0
TXN-11098,185.77,Debit,Mobile_App,16,192,2,0,5.6,0,0
TXN-11099,6514.48,Transfer,POS_Terminal,22,575,2,1,0.5,0,1
TXN-11100,831.14,Payment,Mobile_App,10,312,2,2,1.3,0,0
TXN-11101,57.45,Purchase,Web_Browser,19,14,1,0,1.7,0,0
TXN-11102,76.09,Purchase,Mobile_App,17,235,2,0,33.2,0,0
TXN-11103,3692.61,Purchase,ATM,11,6,3,0,7.8,0,1
TXN-11104,54.12,Purchase,Mobile_App,16,453,2,0,0.5,0,0
TXN-11105,53.25,Payment,Mobile_App,7,120,4,0,1278.0,0,0
TXN-11106,107.84,Transfer,Mobile_App,17,192,1,0,3.5,0,0
TXN-11107,135.36,Debit,Mobile_App,13,481,8,0,4.0,0,0
TXN-11108,7126.98,Cash_Out,Mobile_App,10,15,3,0,2.6,0,1
TXN-11109,179.88,Payment,ATM,15,52,3,0,21.5,0,0
TXN-11110,31.64,Debit,ATM,15,153,3,0,0.0,1,0
TXN-11111,166.75,Payment,Mobile_App,9,79,3,1,8.7,0,0
TXN-11112,28.29,Payment,ATM,3,124,3,0,1.4,0,0
TXN-11113,17.58,Transfer,Web_Browser,12,1500,4,0,12.1,0,0
TXN-11114,6479.01,Cash_Out,Mobile_App,14,524,3,0,6.4,1,1
TXN-11115,42.67,Cash_Out,Web_Browser,19,646,6,1,0.4,0,0
TXN-11116,20.39,Payment,Web_Browser,20,830,4,0,9.3,0,0
TXN-11117,37.36,Purchase,ATM,13,126,3,0,12.7,0,0
TXN-11118,31.75,Payment,Mobile_App,17,106,3,0,4.3,1,0
TXN-11119,54.75,Payment,Web_Browser,12,80,2,0,21.8,0,0
TXN-11120,94.39,Purchase,Mobile_App,17,532,4,0,7.0,0,0
TXN-11121,50.3,Purchase,Mobile_App,9,342,3,0,20.8,0,0
TXN-11122,21.45,Purchase,Mobile_App,11,81,3,0,13.0,0,0
TXN-11123,37.94,Debit,ATM,15,142,6,0,30.5,0,0
TXN-11124,147.11,Cash_Out,POS_Terminal,1,212,1,0,11.9,0,0
TXN-11125,28.14,Cash_Out,POS_Terminal,16,226,3,0,3.1,1,0
TXN-11126,20.88,Payment,Web_Browser,18,659,4,0,25.9,0,0
TXN-11127,11.73,Transfer,Mobile_App,12,144,3,0,551.2,0,1
TXN-11128,5332.17,Transfer,Mobile_App,12,718,4,2,53.8,0,1
TXN-11129,124.62,Payment,Mobile_App,18,175,4,0,1.5,0,0
TXN-11130,26.29,Debit,Mobile_App,17,412,4,1,13.4,0,0
TXN-11131,52.65,Transfer,POS_Terminal,10,799,2,0,10.1,0,0
TXN-11132,33.45,Payment,Web_Browser,11,715,1,0,16.7,0,0
TXN-11133,31.51,Payment,Mobile_App,16,18,2,0,58.8,0,0
TXN-11134,203.05,Cash_Out,Mobile_App,14,70,1,0,11.4,0,0
TXN-11135,47.04,Payment,Mobile_App,8,195,4,0,17.4,0,0
TXN-11136,15.57,Purchase,Mobile_App,10,170,4,0,6.4,0,0
TXN-11137,5539.88,Transfer,ATM,19,308,3,0,5.3,0,1
TXN-11138,18.96,Transfer,Web_Browser,16,869,2,0,6.1,0,0
TXN-11139,16.9,Cash_Out,POS_Terminal,22,36,3,0,0.6,0,0
TXN-11140,129.19,Debit,Mobile_App,17,181,3,0,5.0,0,0
TXN-11141,44.34,Payment,Mobile_App,20,65,1,0,2020.3,1,0
TXN-11142,58.3,Cash_Out,Mobile_App,9,674,2,0,9.2,0,0
TXN-11143,42.49,Cash_Out,POS_Terminal,17,1003,5,0,9.3,0,0
TXN-11144,44.62,Payment,POS_Terminal,2,196,3,1,21.7,0,0
TXN-11145,140.04,Purchase,Mobile_App,15,33,4,0,10.5,0,0
TXN-11146,150.81,Debit,Web_Browser,13,462,2,0,1636.1,0,1
TXN-11147,326.65,Cash_Out,Mobile_App,11,359,2,0,4.0,0,0
TXN-11148,22.69,Purchase,Web_Browser,18,132,2,2,28.7,1,0
TXN-11149,36.93,Purchase,ATM,18,656,4,0,1.4,0,0
TXN-11150,7189.68,Debit,Web_Browser,2,1117,1,2,60.5,0,1
TXN-11151,263.29,Debit,Web_Browser,14,245,3,0,9.7,0,0
TXN-11152,27.26,Cash_Out,Mobile_App,11,251,2,0,3.1,0,0
TXN-11153,140.56,Cash_Out,Mobile_App,12,106,3,0,6.6,1,1
TXN-11154,29.67,Cash_Out,Mobile_App,18,264,3,0,0.2,0,0
TXN-11155,144.55,Debit,Mobile_App,10,174,5,0,2.7,0,0
TXN-11156,59.93,Payment,Web_Browser,20,108,4,0,6.1,0,0
TXN-11157,19.25,Purchase,Web_Browser,8,21,5,1,12.1,0,0
TXN-11158,48.52,Purchase,Mobile_App,15,88,1,0,2.1,0,0
TXN-11159,100.88,Payment,POS_Terminal,15,67,4,0,16.9,0,0
TXN-11160,5.0,Debit,Mobile_App,9,235,3,0,27.9,0,0
TXN-11161,135.63,Payment,Mobile_App,11,277,4,0,12.7,0,0
TXN-11162,12.61,Payment,Mobile_App,18,282,4,0,5.3,0,0
TXN-11163,43.89,Debit,Mobile_App,17,148,3,0,1.9,0,0
TXN-11164,48.96,Payment,Mobile_App,11,165,1,1,0.2,0,0
TXN-11165,5.0,Debit,Mobile_App,13,540,5,0,19.7,0,0
TXN-11166,29.53,Debit,Mobile_App,5,195,3,0,14.9,0,0
TXN-11167,82.92,Transfer,ATM,9,1322,7,0,9.7,0,0
TXN-11168,351.75,Payment,Mobile_App,13,174,2,0,1.6,0,0
TXN-11169,124.28,Payment,Mobile_App,6,315,3,0,3.5,0,0
TXN-11170,135.01,Cash_Out,Mobile_App,18,16,2,0,25.3,0,0
TXN-11171,6.31,Purchase,Web_Browser,16,318,3,0,9.8,0,0
TXN-11172,40.39,Cash_Out,Mobile_App,20,573,5,0,49.4,1,0
TXN-11173,336.84,Payment,POS_Terminal,16,857,6,0,157.3,0,1
TXN-11174,148.16,Cash_Out,Web_Browser,20,1500,2,0,24.2,0,0
TXN-11175,5989.57,Transfer,Web_Browser,14,100,7,0,4.5,0,1
TXN-11176,61.21,Debit,Web_Browser,14,257,7,0,3.9,0,0
TXN-11177,145.44,Payment,Mobile_App,21,180,4,1,4.4,1,1
TXN-11178,4871.39,Debit,Mobile_App,15,249,3,4,2228.9,0,1
TXN-11179,48.11,Transfer,Mobile_App,3,52,6,0,6.1,0,0
TXN-11180,42.74,Purchase,Web_Browser,16,582,3,0,18.4,1,0
TXN-11181,84.93,Payment,Mobile_App,19,721,3,0,47.9,0,0
TXN-11182,144.75,Cash_Out,Mobile_App,17,180,5,0,25.7,0,0
TXN-11183,36.88,Purchase,ATM,14,99,3,0,13.7,0,0
TXN-11184,6230.3,Payment,Mobile_App,15,46,2,0,2.8,1,1
TXN-11185,50.4,Purchase,POS_Terminal,22,346,5,0,2.9,0,0
TXN-11186,15.44,Cash_Out,POS_Terminal,6,113,4,0,10.2,0,0
TXN-11187,377.43,Payment,Mobile_App,15,721,7,0,45.5,0,0
TXN-11188,4558.17,Payment,Mobile_App,10,334,3,0,35.2,1,1
TXN-11189,48.53,Debit,Mobile_App,15,312,2,1,2.7,0,0
TXN-11190,26.84,Payment,Web_Browser,14,246,2,0,5.1,0,0
TXN-11191,32.52,Cash_Out,Web_Browser,8,15,2,0,13.3,0,0
TXN-11192,125.73,Payment,POS_Terminal,9,807,6,1,9.7,0,0
TXN-11193,156.48,Cash_Out,ATM,15,297,4,0,1.9,1,0
TXN-11194,105.2,Payment,Web_Browser,7,1500,5,0,6.9,0,0
TXN-11195,143.74,Purchase,Mobile_App,10,232,7,0,46.4,0,0
TXN-11196,32.26,Purchase,Mobile_App,18,372,2,0,45.4,0,0
TXN-11197,18.25,Purchase,POS_Terminal,11,18,3,0,12.3,0,0
TXN-11198,25.81,Debit,Mobile_App,13,300,4,1,15.1,0,0
TXN-11199,84.02,Payment,Mobile_App,20,435,4,0,3.8,0,0
TXN-11200,184.37,Debit,Web_Browser,9,453,3,0,20.3,0,0
TXN-11201,15.89,Payment,Mobile_App,11,442,2,0,0.8,0,0
TXN-11202,38.27,Payment,ATM,14,77,4,0,3.7,0,0
TXN-11203,41.55,Payment,Web_Browser,17,1112,3,0,0.1,0,0
TXN-11204,25.2,Transfer,Mobile_App,19,1500,3,1,7.3,0,0
TXN-11205,99.17,Debit,ATM,20,24,3,1,28.5,0,0
TXN-11206,148.2,Cash_Out,Mobile_App,17,827,3,0,60.7,0,0
TXN-11207,634.57,Transfer,Mobile_App,9,103,3,0,16.5,0,0
TXN-11208,393.44,Payment,Mobile_App,2,351,4,0,20.5,0,0
TXN-11209,120.31,Purchase,Mobile_App,11,124,7,1,4.6,0,0
TXN-11210,34.48,Transfer,Mobile_App,7,1031,3,0,11.0,0,0
TXN-11211,110.72,Transfer,Mobile_App,16,33,5,0,20.0,0,0
TXN-11212,7.73,Payment,Mobile_App,15,207,3,0,10.3,1,0
TXN-11213,105.77,Debit,Mobile_App,4,168,3,0,1.4,0,0
TXN-11214,78.7,Cash_Out,POS_Terminal,18,119,2,0,20.3,0,0
TXN-11215,58.96,Payment,POS_Terminal,9,312,3,0,3.7,0,0
TXN-11216,24.99,Payment,Mobile_App,12,43,5,0,2102.8,0,0
TXN-11217,120.77,Cash_Out,Mobile_App,15,379,3,0,936.3,0,0
TXN-11218,20.29,Cash_Out,Mobile_App,12,1183,4,0,1.2,0,0
TXN-11219,156.84,Payment,Mobile_App,12,490,3,0,14.9,0,0
TXN-11220,99.58,Purchase,POS_Terminal,5,590,5,0,15.3,0,0
TXN-11221,83.89,Payment,Web_Browser,12,134,5,0,4.4,0,0
TXN-11222,20.41,Transfer,Mobile_App,17,118,3,1,50.1,1,1
TXN-11223,28.44,Purchase,Mobile_App,20,219,1,0,26.1,0,0
TXN-11224,5057.1,Transfer,Mobile_App,12,15,3,0,789.5,0,1
TXN-11225,126.5,Cash_Out,Web_Browser,12,873,5,0,20.7,0,0
TXN-11226,56.62,Transfer,Mobile_App,16,47,5,0,6.5,0,0
